County,State,MedicalPercent,StudentDebtPercent,AutoDebtPercent,OtherPercent,MedicalAmount,StudentDebtAmount,AutoDebtAmount,OtherAmount,TotalDebt
Bossier Parish,Louisiana,0.44,0.16,0.36,0.04,81229.5,29538,66460.5,7384.5,92275
St. James Parish,Louisiana,0.46,0.15,0.37,0.02,84921.8,27691.9,68306.6,3692.3,90693
Morehouse Parish,Louisiana,0.55,0.13,0.24,0.08,101536.9,23999.6,44307,14769,88500
Pointe Coupee Parish,Louisiana,0.52,0.13,0.24,0.11,95998.5,23999.6,44307,20307.4,87315
Plaquemines Parish,Louisiana,0.39,0.18,0.34,0.09,71998.9,33230.3,62768.3,16615.1,85339
St. John the Baptist Parish,Louisiana,0.53,0.2,0.37,-0.1,97844.6,36922.5,68306.6,-18461.3,84600
Caddo Parish,Louisiana,0.53,0.19,0.28,0,97844.6,35076.4,51691.5,,81789
Ascension Parish,Louisiana,0.41,0.18,0.36,0.05,75691.1,33230.3,66460.5,9230.6,81189
St. Martin Parish,Louisiana,0.49,0.11,0.31,0.09,90460.1,20307.4,57229.9,16615.1,77291
Livingston Parish,Louisiana,0.43,0.16,0.36,0.05,79383.4,29538,66460.5,9230.6,76119
St. Bernard Parish,Louisiana,0.47,0.17,0.26,0.1,86767.9,31384.1,47999.3,18461.3,74529
Iberville Parish,Louisiana,0.52,0.15,0.33,0,95998.5,27691.9,60922.1,,74060
West Baton Rouge Parish,Louisiana,0.45,0.18,0.36,0.01,83075.6,33230.3,66460.5,1846.1,66817
Webster Parish,Louisiana,0.54,0.16,0.29,0.01,99690.8,29538,53537.6,1846.1,59694
Lincoln County,Maine,0.29,0.12,0.36,0.23,53537.6,22153.5,66460.5,42460.9,149800
Franklin County,Maine,0.2,0.14,0.35,0.31,36922.5,25845.8,64614.4,57229.9,117429
Sagadahoc County,Maine,0.26,0.15,0.41,0.18,47999.3,27691.9,75691.1,33230.3,115833
Washington County,Maine,0.31,0.13,0.37,0.19,57229.9,23999.6,68306.6,35076.4,113592
Hancock County,Maine,0.28,0.16,0.37,0.19,51691.5,29538,68306.6,35076.4,102006
Knox County,Maine,0.25,0.15,0.36,0.24,46153.1,27691.9,66460.5,44307,100020
Oxford County,Maine,0.31,0.16,0.38,0.15,57229.9,29538,70152.8,27691.9,98075
Waldo County,Maine,0.3,0.16,0.33,0.21,55383.8,29538,60922.1,38768.6,95731
Cumberland County,Maine,0.27,0.21,0.35,0.17,49845.4,38768.6,64614.4,31384.1,92857
Aroostook County,Maine,0.23,0.16,0.38,0.23,42460.9,29538,70152.8,42460.9,91519
Somerset County,Maine,0.34,0.17,0.37,0.12,62768.3,31384.1,68306.6,22153.5,88247
York County,Maine,0.29,0.19,0.39,0.13,53537.6,35076.4,71998.9,23999.6,82316
Androscoggin County,Maine,0.33,0.2,0.38,0.09,60922.1,36922.5,70152.8,16615.1,81095
Penobscot County,Maine,0.31,0.21,0.38,0.1,57229.9,38768.6,70152.8,18461.3,80857
Kennebec County,Maine,0.34,0.2,0.37,0.09,62768.3,36922.5,68306.6,16615.1,80645
Talbot County,Maryland,0.26,0.11,0.3,0.33,47999.3,20307.4,55383.8,60922.1,227464
Garrett County,Maryland,0.29,0.11,0.41,0.19,53537.6,20307.4,75691.1,35076.4,204300
Queen Anne's County,Maryland,0.23,0.12,0.4,0.25,42460.9,22153.5,73845,46153.1,151092
Montgomery County,Maryland,0.21,0.15,0.26,0.38,38768.6,27691.9,47999.3,70152.8,145767
Allegany County,Maryland,0.36,0.13,0.33,0.18,66460.5,23999.6,60922.1,33230.3,144554
Anne Arundel County,Maryland,0.26,0.15,0.37,0.22,47999.3,27691.9,68306.6,40614.8,127893
Howard County,Maryland,0.21,0.18,0.34,0.27,38768.6,33230.3,62768.3,49845.4,125067
Worcester County,Maryland,0.27,0.11,0.33,0.29,49845.4,20307.4,60922.1,53537.6,120827
St. Mary's County,Maryland,0.23,0.15,0.4,0.22,42460.9,27691.9,73845,40614.8,119420
Dorchester County,Maryland,0.47,0.1,0.3,0.13,86767.9,18461.3,55383.8,23999.6,118430
Wicomico County,Maryland,0.37,0.13,0.34,0.16,68306.6,23999.6,62768.3,29538,117023
Calvert County,Maryland,0.25,0.15,0.4,0.2,46153.1,27691.9,73845,36922.5,115047
Caroline County,Maryland,0.42,0.1,0.39,0.09,77537.3,18461.3,71998.9,16615.1,113920
Cecil County,Maryland,0.33,0.14,0.38,0.15,60922.1,25845.8,70152.8,27691.9,113529
Baltimore County,Maryland,0.33,0.17,0.33,0.17,60922.1,31384.1,60922.1,31384.1,110953
Carroll County,Maryland,0.19,0.16,0.37,0.28,35076.4,29538,68306.6,51691.5,107931
Frederick County,Maryland,0.25,0.17,0.36,0.22,46153.1,31384.1,66460.5,40614.8,107576
Harford County,Maryland,0.25,0.16,0.39,0.2,46153.1,29538,71998.9,36922.5,104688
Prince George's County,Maryland,0.42,0.21,0.3,0.07,77537.3,38768.6,55383.8,12922.9,97443
Baltimore city,Maryland,0.52,0.19,0.23,0.06,95998.5,35076.4,42460.9,11076.8,97084
Washington County,Maryland,0.35,0.15,0.33,0.17,64614.4,27691.9,60922.1,31384.1,91133
Charles County,Maryland,0.36,0.21,0.41,0.02,66460.5,38768.6,75691.1,3692.3,86452
Barnstable County,Massachusetts,0.18,0.13,0.33,0.36,33230.3,23999.6,60922.1,66460.5,152538
Middlesex County,Massachusetts,0.17,0.18,0.29,0.36,31384.1,33230.3,53537.6,66460.5,112300
Norfolk County,Massachusetts,0.16,0.2,0.31,0.33,29538,36922.5,57229.9,60922.1,108120
Berkshire County,Massachusetts,0.23,0.16,0.35,0.26,42460.9,29538,64614.4,47999.3,99700
Essex County,Massachusetts,0.24,0.18,0.32,0.26,44307,33230.3,59076,47999.3,95400
Suffolk County,Massachusetts,0.31,0.21,0.19,0.29,57229.9,38768.6,35076.4,53537.6,94805
Hampshire County,Massachusetts,0.14,0.19,0.29,0.38,25845.8,35076.4,53537.6,70152.8,94789
Plymouth County,Massachusetts,0.24,0.2,0.37,0.19,44307,36922.5,68306.6,35076.4,91490
Bristol County,Massachusetts,0.27,0.17,0.34,0.22,49845.4,31384.1,62768.3,40614.8,91182
Worcester County,Massachusetts,0.26,0.2,0.37,0.17,47999.3,36922.5,68306.6,31384.1,84335
Hampden County,Massachusetts,0.32,0.18,0.3,0.2,59076,33230.3,55383.8,36922.5,77417
Franklin County,Massachusetts,0.21,0.17,0.32,0.3,38768.6,31384.1,59076,55383.8,71847
Benzie County,Michigan,0.2,0.17,0.29,0.34,36922.5,31384.1,53537.6,62768.3,149165
Houghton County,Michigan,0.22,0.18,0.25,0.35,40614.8,33230.3,46153.1,64614.4,137783
Emmet County,Michigan,0.23,0.13,0.32,0.32,42460.9,23999.6,59076,59076,136838
Otsego County,Michigan,0.31,0.13,0.34,0.22,57229.9,23999.6,62768.3,40614.8,131708
Midland County,Michigan,0.23,0.16,0.32,0.29,42460.9,29538,59076,53537.6,130500
Grand Traverse County,Michigan,0.21,0.17,0.34,0.28,38768.6,31384.1,62768.3,51691.5,127671
Chippewa County,Michigan,0.32,0.14,0.34,0.2,59076,25845.8,62768.3,36922.5,123657
Leelanau County,Michigan,0.13,0.16,0.29,0.42,23999.6,29538,53537.6,77537.3,120100
Menominee County,Michigan,0.26,0.14,0.24,0.36,47999.3,25845.8,44307,66460.5,119114
Clare County,Michigan,0.39,0.14,0.34,0.13,71998.9,25845.8,62768.3,23999.6,115021
Alpena County,Michigan,0.27,0.12,0.34,0.27,49845.4,22153.5,62768.3,49845.4,114650
Bay County,Michigan,0.3,0.14,0.32,0.24,55383.8,25845.8,59076,44307,114193
Oakland County,Michigan,0.26,0.18,0.37,0.19,47999.3,33230.3,68306.6,35076.4,114161
Roscommon County,Michigan,0.32,0.14,0.3,0.24,59076,25845.8,55383.8,44307,112414
Washtenaw County,Michigan,0.23,0.21,0.29,0.27,42460.9,38768.6,53537.6,49845.4,109405
Isabella County,Michigan,0.32,0.22,0.28,0.18,59076,40614.8,51691.5,33230.3,105832
Hillsdale County,Michigan,0.4,0.16,0.31,0.13,73845,29538,57229.9,23999.6,103088
Newaygo County,Michigan,0.39,0.14,0.29,0.18,71998.9,25845.8,53537.6,33230.3,101371
Cass County,Michigan,0.33,0.13,0.29,0.25,60922.1,23999.6,53537.6,46153.1,98415
Allegan County,Michigan,0.32,0.16,0.29,0.23,59076,29538,53537.6,42460.9,97144
Van Buren County,Michigan,0.39,0.15,0.29,0.17,71998.9,27691.9,53537.6,31384.1,96740
Branch County,Michigan,0.35,0.19,0.29,0.17,64614.4,35076.4,53537.6,31384.1,96232
Oceana County,Michigan,0.29,0.13,0.29,0.29,53537.6,23999.6,53537.6,53537.6,95100
Calhoun County,Michigan,0.42,0.17,0.3,0.11,77537.3,31384.1,55383.8,20307.4,94600
Macomb County,Michigan,0.31,0.17,0.37,0.15,57229.9,31384.1,68306.6,27691.9,94118
Delta County,Michigan,0.27,0.13,0.24,0.36,49845.4,23999.6,44307,66460.5,93492
Genesee County,Michigan,0.43,0.21,0.34,0.02,79383.4,38768.6,62768.3,3692.3,93371
Monroe County,Michigan,0.29,0.16,0.35,0.2,53537.6,29538,64614.4,36922.5,93038
Huron County,Michigan,0.19,0.12,0.32,0.37,35076.4,22153.5,59076,68306.6,92958
Tuscola County,Michigan,0.3,0.14,0.33,0.23,55383.8,25845.8,60922.1,42460.9,92857
Berrien County,Michigan,0.35,0.16,0.28,0.21,64614.4,29538,51691.5,38768.6,92225
Barry County,Michigan,0.29,0.15,0.32,0.24,53537.6,27691.9,59076,44307,91947
Muskegon County,Michigan,0.4,0.17,0.28,0.15,73845,31384.1,51691.5,27691.9,91035
Mecosta County,Michigan,0.34,0.19,0.28,0.19,62768.3,35076.4,51691.5,35076.4,90968
Clinton County,Michigan,0.23,0.17,0.34,0.26,42460.9,31384.1,62768.3,47999.3,89529
Livingston County,Michigan,0.21,0.19,0.39,0.21,38768.6,35076.4,71998.9,38768.6,89379
Kalamazoo County,Michigan,0.35,0.21,0.28,0.16,64614.4,38768.6,51691.5,29538,89024
Manistee County,Michigan,0.26,0.16,0.28,0.3,47999.3,29538,51691.5,55383.8,87438
Eaton County,Michigan,0.3,0.2,0.33,0.17,55383.8,36922.5,60922.1,31384.1,87115
Mason County,Michigan,0.3,0.14,0.31,0.25,55383.8,25845.8,57229.9,46153.1,86857
Wayne County,Michigan,0.43,0.19,0.28,0.1,79383.4,35076.4,51691.5,18461.3,86521
Kent County,Michigan,0.31,0.2,0.28,0.21,57229.9,36922.5,51691.5,38768.6,85600
Montcalm County,Michigan,0.39,0.16,0.27,0.18,71998.9,29538,49845.4,33230.3,85594
Jackson County,Michigan,0.41,0.17,0.34,0.08,75691.1,31384.1,62768.3,14769,85171
Dickinson County,Michigan,0.26,0.16,0.21,0.37,47999.3,29538,38768.6,68306.6,84544
Lenawee County,Michigan,0.3,0.2,0.35,0.15,55383.8,36922.5,64614.4,27691.9,84260
Ingham County,Michigan,0.34,0.23,0.3,0.13,62768.3,42460.9,55383.8,23999.6,84204
St. Clair County,Michigan,0.3,0.16,0.32,0.22,55383.8,29538,59076,40614.8,83969
Marquette County,Michigan,0.24,0.21,0.31,0.24,44307,38768.6,57229.9,44307,82548
Ottawa County,Michigan,0.23,0.19,0.29,0.29,42460.9,35076.4,53537.6,53537.6,81068
Sanilac County,Michigan,0.28,0.17,0.36,0.19,51691.5,31384.1,66460.5,35076.4,81000
Gratiot County,Michigan,0.36,0.19,0.31,0.14,66460.5,35076.4,57229.9,25845.8,80947
St. Joseph County,Michigan,0.4,0.15,0.32,0.13,73845,27691.9,59076,23999.6,78780
Lapeer County,Michigan,0.29,0.19,0.37,0.15,53537.6,35076.4,68306.6,27691.9,78374
Wexford County,Michigan,0.33,0.2,0.34,0.13,60922.1,36922.5,62768.3,23999.6,78185
Saginaw County,Michigan,0.38,0.17,0.32,0.13,70152.8,31384.1,59076,23999.6,77059
Osceola County,Michigan,0.33,0.17,0.29,0.21,60922.1,31384.1,53537.6,38768.6,72812
Ionia County,Michigan,0.34,0.18,0.29,0.19,62768.3,33230.3,53537.6,35076.4,71244
Shiawassee County,Michigan,0.31,0.22,0.35,0.12,57229.9,40614.8,64614.4,22153.5,69686
Le Sueur County,Minnesota,0.15,0.15,0.34,0.36,27691.9,27691.9,62768.3,66460.5,142207
Wabasha County,Minnesota,0.15,0.17,0.25,0.43,27691.9,31384.1,46153.1,79383.4,105982
Nicollet County,Minnesota,0.14,0.18,0.33,0.35,25845.8,33230.3,60922.1,64614.4,104500
Carlton County,Minnesota,0.17,0.19,0.33,0.31,31384.1,35076.4,60922.1,57229.9,102747
Cass County,Minnesota,0.22,0.11,0.27,0.4,40614.8,20307.4,49845.4,73845,101609
Freeborn County,Minnesota,0.17,0.17,0.28,0.38,31384.1,31384.1,51691.5,70152.8,101429
Isanti County,Minnesota,0.18,0.18,0.36,0.28,33230.3,33230.3,66460.5,51691.5,97228
Chisago County,Minnesota,0.16,0.19,0.36,0.29,29538,35076.4,66460.5,53537.6,95205
Itasca County,Minnesota,0.15,0.17,0.32,0.36,27691.9,31384.1,59076,66460.5,93288
Rice County,Minnesota,0.17,0.19,0.31,0.33,31384.1,35076.4,57229.9,60922.1,93068
Martin County,Minnesota,0.18,0.15,0.26,0.41,33230.3,27691.9,47999.3,75691.1,91553
Hennepin County,Minnesota,0.18,0.22,0.28,0.32,33230.3,40614.8,51691.5,59076,90509
Ramsey County,Minnesota,0.22,0.22,0.27,0.29,40614.8,40614.8,49845.4,53537.6,89532
Washington County,Minnesota,0.13,0.2,0.38,0.29,23999.6,36922.5,70152.8,53537.6,89155
Goodhue County,Minnesota,0.15,0.18,0.31,0.36,27691.9,33230.3,57229.9,66460.5,87300
Crow Wing County,Minnesota,0.18,0.17,0.33,0.32,33230.3,31384.1,60922.1,59076,86271
Fillmore County,Minnesota,0.15,0.17,0.29,0.39,27691.9,31384.1,53537.6,71998.9,85671
Anoka County,Minnesota,0.17,0.21,0.36,0.26,31384.1,38768.6,66460.5,47999.3,85433
Nobles County,Minnesota,0.18,0.15,0.32,0.35,33230.3,27691.9,59076,64614.4,85380
Olmsted County,Minnesota,0.14,0.23,0.29,0.34,25845.8,42460.9,53537.6,62768.3,83304
Hubbard County,Minnesota,0.15,0.16,0.24,0.45,27691.9,29538,44307,83075.6,83088
Mille Lacs County,Minnesota,0.2,0.16,0.33,0.31,36922.5,29538,60922.1,57229.9,82150
Morrison County,Minnesota,0.15,0.15,0.33,0.37,27691.9,27691.9,60922.1,68306.6,81987
Becker County,Minnesota,0.16,0.16,0.31,0.37,29538,29538,57229.9,68306.6,80713
Mower County,Minnesota,0.22,0.15,0.27,0.36,40614.8,27691.9,49845.4,66460.5,79600
Brown County,Minnesota,0.13,0.16,0.36,0.35,23999.6,29538,66460.5,64614.4,79419
Carver County,Minnesota,0.12,0.21,0.37,0.3,22153.5,38768.6,68306.6,55383.8,79062
Dakota County,Minnesota,0.15,0.23,0.36,0.26,27691.9,42460.9,66460.5,47999.3,79013
Pine County,Minnesota,0.22,0.16,0.32,0.3,40614.8,29538,59076,55383.8,78831
Winona County,Minnesota,0.16,0.21,0.31,0.32,29538,38768.6,57229.9,59076,78805
Otter Tail County,Minnesota,0.16,0.17,0.27,0.4,29538,31384.1,49845.4,73845,77759
Lyon County,Minnesota,0.12,0.23,0.29,0.36,22153.5,42460.9,53537.6,66460.5,77304
Clay County,Minnesota,0.16,0.22,0.35,0.27,29538,40614.8,64614.4,49845.4,77255
Kanabec County,Minnesota,0.2,0.17,0.28,0.35,36922.5,31384.1,51691.5,64614.4,77082
Steele County,Minnesota,0.18,0.18,0.32,0.32,33230.3,33230.3,59076,59076,76928
Stearns County,Minnesota,0.15,0.21,0.31,0.33,27691.9,38768.6,57229.9,60922.1,76300
Sherburne County,Minnesota,0.16,0.24,0.41,0.19,29538,44307,75691.1,35076.4,73400
Blue Earth County,Minnesota,0.18,0.23,0.32,0.27,33230.3,42460.9,59076,49845.4,72957
Scott County,Minnesota,0.14,0.24,0.41,0.21,25845.8,44307,75691.1,38768.6,72508
McLeod County,Minnesota,0.15,0.21,0.33,0.31,27691.9,38768.6,60922.1,57229.9,70538
St. Louis County,Minnesota,0.16,0.21,0.28,0.35,29538,38768.6,51691.5,64614.4,68957
Meeker County,Minnesota,0.13,0.16,0.35,0.36,23999.6,29538,64614.4,66460.5,68944
Kandiyohi County,Minnesota,0.15,0.17,0.23,0.45,27691.9,31384.1,42460.9,83075.6,68876
Wright County,Minnesota,0.14,0.22,0.4,0.24,25845.8,40614.8,73845,44307,67555
Douglas County,Minnesota,0.12,0.18,0.31,0.39,22153.5,33230.3,57229.9,71998.9,66783
Benton County,Minnesota,0.22,0.24,0.35,0.19,40614.8,44307,64614.4,35076.4,65517
Waseca County,Minnesota,0.23,0.21,0.31,0.25,42460.9,38768.6,57229.9,46153.1,63638
Beltrami County,Minnesota,0.21,0.21,0.24,0.34,38768.6,38768.6,44307,62768.3,59519
Polk County,Minnesota,0.18,0.22,0.34,0.26,33230.3,40614.8,62768.3,47999.3,58545
Lauderdale County,Mississippi,0.4,0.13,0.29,0.18,73845,23999.6,53537.6,33230.3,137092
Union County,Mississippi,0.4,0.12,0.3,0.18,73845,22153.5,55383.8,33230.3,134658
Adams County,Mississippi,0.46,0.2,0.3,0.04,84921.8,36922.5,55383.8,7384.5,119185
Pearl River County,Mississippi,0.42,0.13,0.33,0.12,77537.3,23999.6,60922.1,22153.5,113285
Marshall County,Mississippi,0.51,0.15,0.29,0.05,94152.4,27691.9,53537.6,9230.6,111913
Pike County,Mississippi,0.45,0.14,0.29,0.12,83075.6,25845.8,53537.6,22153.5,109179
Jackson County,Mississippi,0.39,0.14,0.36,0.11,71998.9,25845.8,66460.5,20307.4,106036
Rankin County,Mississippi,0.27,0.18,0.34,0.21,49845.4,33230.3,62768.3,38768.6,105172
Scott County,Mississippi,0.37,0.14,0.32,0.17,68306.6,25845.8,59076,31384.1,102621
Lincoln County,Mississippi,0.32,0.13,0.32,0.23,59076,23999.6,59076,42460.9,102177
Hancock County,Mississippi,0.36,0.12,0.32,0.2,66460.5,22153.5,59076,36922.5,98792
Lafayette County,Mississippi,0.3,0.2,0.32,0.18,55383.8,36922.5,59076,33230.3,97290
Coahoma County,Mississippi,0.48,0.2,0.24,0.08,88614,36922.5,44307,14769,96550
Madison County,Mississippi,0.28,0.21,0.33,0.18,51691.5,38768.6,60922.1,33230.3,95238
Panola County,Mississippi,0.45,0.14,0.3,0.11,83075.6,25845.8,55383.8,20307.4,94571
Lee County,Mississippi,0.43,0.17,0.29,0.11,79383.4,31384.1,53537.6,20307.4,93559
Harrison County,Mississippi,0.37,0.16,0.31,0.16,68306.6,29538,57229.9,29538,91925
Jones County,Mississippi,0.39,0.15,0.29,0.17,71998.9,27691.9,53537.6,31384.1,91367
Washington County,Mississippi,0.53,0.23,0.25,-0.01,97844.6,42460.9,46153.1,-1846.1,90739
Lamar County,Mississippi,0.34,0.23,0.33,0.1,62768.3,42460.9,60922.1,18461.3,90152
Alcorn County,Mississippi,0.36,0.1,0.25,0.29,66460.5,18461.3,46153.1,53537.6,89620
Warren County,Mississippi,0.42,0.18,0.27,0.13,77537.3,33230.3,49845.4,23999.6,88378
Hinds County,Mississippi,0.46,0.25,0.26,0.03,84921.8,46153.1,47999.3,5538.4,86000
Lowndes County,Mississippi,0.4,0.2,0.29,0.11,73845,36922.5,53537.6,20307.4,84690
DeSoto County,Mississippi,0.36,0.2,0.35,0.09,66460.5,36922.5,64614.4,16615.1,81875
Pontotoc County,Mississippi,0.43,0.14,0.27,0.16,79383.4,25845.8,49845.4,29538,81407
Forrest County,Mississippi,0.38,0.21,0.26,0.15,70152.8,38768.6,47999.3,27691.9,76281
Oktibbeha County,Mississippi,0.39,0.27,0.28,0.06,71998.9,49845.4,51691.5,11076.8,75926
Tate County,Mississippi,0.42,0.16,0.3,0.12,77537.3,29538,55383.8,22153.5,73819
Bolivar County,Mississippi,0.5,0.21,0.27,0.02,92306.3,38768.6,49845.4,3692.3,73405
Prentiss County,Mississippi,0.44,0.13,0.29,0.14,81229.5,23999.6,53537.6,25845.8,64885
Monroe County,Mississippi,0.43,0.15,0.31,0.11,79383.4,27691.9,57229.9,20307.4,62420
Chickasaw County,Mississippi,0.51,0.18,0.22,0.09,94152.4,33230.3,40614.8,16615.1,60261
Yazoo County,Mississippi,0.44,0.2,0.22,0.14,81229.5,36922.5,40614.8,25845.8,58195
Clay County,Mississippi,0.46,0.24,0.28,0.02,84921.8,44307,51691.5,3692.3,57471
Copiah County,Mississippi,0.39,0.18,0.26,0.17,71998.9,33230.3,47999.3,31384.1,54417
Holmes County,Mississippi,0.54,0.31,0.26,-0.11,99690.8,57229.9,47999.3,-20307.4,51571
Sunflower County,Mississippi,0.57,0.27,0.23,-0.07,105229.1,49845.4,42460.9,-12922.9,51030
Leflore County,Mississippi,0.47,0.28,0.26,-0.01,86767.9,51691.5,47999.3,-1846.1,50554
Dunklin County,Missouri,0.56,0.09,0.24,0.11,103383,16615.1,44307,20307.4,205189
Camden County,Missouri,0.35,0.12,0.33,0.2,64614.4,22153.5,60922.1,36922.5,160600
Texas County,Missouri,0.35,0.13,0.31,0.21,64614.4,23999.6,57229.9,38768.6,143108
Stone County,Missouri,0.28,0.12,0.32,0.28,51691.5,22153.5,59076,51691.5,134850
Scott County,Missouri,0.43,0.13,0.32,0.12,79383.4,23999.6,59076,22153.5,113500
Howell County,Missouri,0.34,0.13,0.29,0.24,62768.3,23999.6,53537.6,44307,112546
Lafayette County,Missouri,0.35,0.15,0.32,0.18,64614.4,27691.9,59076,33230.3,107807
Butler County,Missouri,0.49,0.12,0.25,0.14,90460.1,22153.5,46153.1,25845.8,105958
St. Francois County,Missouri,0.49,0.14,0.34,0.03,90460.1,25845.8,62768.3,5538.4,105429
Cole County,Missouri,0.27,0.18,0.34,0.21,49845.4,33230.3,62768.3,38768.6,104111
Webster County,Missouri,0.3,0.14,0.33,0.23,55383.8,25845.8,60922.1,42460.9,101621
St. Louis County,Missouri,0.31,0.19,0.3,0.2,57229.9,35076.4,55383.8,36922.5,100000
Lincoln County,Missouri,0.36,0.17,0.4,0.07,66460.5,31384.1,73845,12922.9,99806
Warren County,Missouri,0.33,0.14,0.31,0.22,60922.1,25845.8,57229.9,40614.8,98757
Saline County,Missouri,0.41,0.17,0.29,0.13,75691.1,31384.1,53537.6,23999.6,98276
Marion County,Missouri,0.32,0.17,0.28,0.23,59076,31384.1,51691.5,42460.9,98165
Pettis County,Missouri,0.33,0.12,0.3,0.25,60922.1,22153.5,55383.8,46153.1,97808
Ray County,Missouri,0.32,0.14,0.34,0.2,59076,25845.8,62768.3,36922.5,97521
Cass County,Missouri,0.34,0.17,0.36,0.13,62768.3,31384.1,66460.5,23999.6,95812
St. Louis city,Missouri,0.52,0.22,0.24,0.02,95998.5,40614.8,44307,3692.3,94732
Clay County,Missouri,0.28,0.19,0.37,0.16,51691.5,35076.4,68306.6,29538,93168
Taney County,Missouri,0.35,0.12,0.29,0.24,64614.4,22153.5,53537.6,44307,92992
Jackson County,Missouri,0.43,0.2,0.3,0.07,79383.4,36922.5,55383.8,12922.9,92445
Jasper County,Missouri,0.4,0.16,0.31,0.13,73845,29538,57229.9,23999.6,92144
Cape Girardeau County,Missouri,0.35,0.18,0.33,0.14,64614.4,33230.3,60922.1,25845.8,90222
Platte County,Missouri,0.26,0.21,0.37,0.16,47999.3,38768.6,68306.6,29538,89610
Polk County,Missouri,0.37,0.17,0.28,0.18,68306.6,31384.1,51691.5,33230.3,89282
Audrain County,Missouri,0.37,0.15,0.3,0.18,68306.6,27691.9,55383.8,33230.3,88127
Adair County,Missouri,0.3,0.18,0.27,0.25,55383.8,33230.3,49845.4,46153.1,87706
Laclede County,Missouri,0.32,0.14,0.35,0.19,59076,25845.8,64614.4,35076.4,87500
Christian County,Missouri,0.29,0.19,0.33,0.19,53537.6,35076.4,60922.1,35076.4,87079
Boone County,Missouri,0.25,0.23,0.31,0.21,46153.1,42460.9,57229.9,38768.6,86943
Phelps County,Missouri,0.31,0.2,0.29,0.2,57229.9,36922.5,53537.6,36922.5,86650
Lawrence County,Missouri,0.34,0.13,0.32,0.21,62768.3,23999.6,59076,38768.6,86308
Buchanan County,Missouri,0.37,0.18,0.3,0.15,68306.6,33230.3,55383.8,27691.9,86244
Jefferson County,Missouri,0.33,0.18,0.4,0.09,60922.1,33230.3,73845,16615.1,85433
Franklin County,Missouri,0.32,0.14,0.33,0.21,59076,25845.8,60922.1,38768.6,85064
Greene County,Missouri,0.33,0.2,0.29,0.18,60922.1,36922.5,53537.6,33230.3,84135
St. Charles County,Missouri,0.22,0.21,0.41,0.16,40614.8,38768.6,75691.1,29538,84071
Miller County,Missouri,0.42,0.16,0.29,0.13,77537.3,29538,53537.6,23999.6,83688
Callaway County,Missouri,0.35,0.17,0.34,0.14,64614.4,31384.1,62768.3,25845.8,83159
Stoddard County,Missouri,0.45,0.16,0.32,0.07,83075.6,29538,59076,12922.9,83038
Newton County,Missouri,0.37,0.14,0.34,0.15,68306.6,25845.8,62768.3,27691.9,81486
Nodaway County,Missouri,0.26,0.21,0.28,0.25,47999.3,38768.6,51691.5,46153.1,80948
Crawford County,Missouri,0.4,0.14,0.29,0.17,73845,25845.8,53537.6,31384.1,80614
Johnson County,Missouri,0.29,0.2,0.35,0.16,53537.6,36922.5,64614.4,29538,79625
Barry County,Missouri,0.37,0.12,0.28,0.23,68306.6,22153.5,51691.5,42460.9,76700
Clinton County,Missouri,0.32,0.16,0.33,0.19,59076,29538,60922.1,35076.4,74388
Pulaski County,Missouri,0.32,0.18,0.45,0.05,59076,33230.3,83075.6,9230.6,63889
Ravalli County,Montana,0.24,0.12,0.28,0.36,44307,22153.5,51691.5,66460.5,131000
Flathead County,Montana,0.23,0.12,0.28,0.37,42460.9,22153.5,51691.5,68306.6,126817
Cascade County,Montana,0.27,0.16,0.29,0.28,49845.4,29538,53537.6,51691.5,100981
Lake County,Montana,0.32,0.12,0.25,0.31,59076,22153.5,46153.1,57229.9,95625
Silver Bow County,Montana,0.27,0.18,0.3,0.25,49845.4,33230.3,55383.8,46153.1,92956
Lewis and Clark County,Montana,0.21,0.17,0.31,0.31,38768.6,31384.1,57229.9,57229.9,91624
Missoula County,Montana,0.25,0.21,0.26,0.28,46153.1,38768.6,47999.3,51691.5,90100
Gallatin County,Montana,0.19,0.21,0.3,0.3,35076.4,38768.6,55383.8,55383.8,89148
Yellowstone County,Montana,0.26,0.17,0.31,0.26,47999.3,31384.1,57229.9,47999.3,83406
Dodge County,Nebraska,0.21,0.15,0.32,0.32,38768.6,27691.9,59076,59076,111240
Saunders County,Nebraska,0.16,0.17,0.31,0.36,29538,31384.1,57229.9,66460.5,109747
Lincoln County,Nebraska,0.2,0.14,0.32,0.34,36922.5,25845.8,59076,62768.3,108750
Hall County,Nebraska,0.23,0.12,0.29,0.36,42460.9,22153.5,53537.6,66460.5,102867
Scotts Bluff County,Nebraska,0.27,0.12,0.29,0.32,49845.4,22153.5,53537.6,59076,98217
Cass County,Nebraska,0.2,0.15,0.35,0.3,36922.5,27691.9,64614.4,55383.8,96713
Douglas County,Nebraska,0.24,0.19,0.34,0.23,44307,35076.4,62768.3,42460.9,93942
Madison County,Nebraska,0.22,0.15,0.32,0.31,40614.8,27691.9,59076,57229.9,86820
Sarpy County,Nebraska,0.17,0.2,0.44,0.19,31384.1,36922.5,81229.5,35076.4,83515
Dakota County,Nebraska,0.28,0.16,0.3,0.26,51691.5,29538,55383.8,47999.3,83138
Lancaster County,Nebraska,0.19,0.21,0.32,0.28,35076.4,38768.6,59076,51691.5,81538
